시설명,카테고리,시도 명칭,위도,경도,전화번호,홈페이지,휴무일,운영시간,장애인용 출입문,장애인 화장실 유무,장애인 전용 주차장 여부,시각장애인 안내견 동반 가능 여부,점자 가이드 여부
서서울미술관(2024년예정),전시/공연,서울특별시,37.45807525,126.894936,,정보없음,정보없음,정보없음,N,N,N,N,N
서서울CC,레저/체육/공원,경기도,37.73132545,126.896469,031-943-0040,www.seoseoul.co.kr/index.asp,정보없음,정보없음,N,N,Y,N,N
서소문성지역사박물관,전시/공연,서울특별시,37.56056785,126.968867,02-3147-2401,www.seosomun.org/index.do#5thPage,매주 월요일,09:30-17:30,Y,Y,Y,Y,Y
서신갤러리,전시/공연,전라북도,35.82873704,127.116028,063-255-1653,www.seoshingallery.com/,매주 일요일 ,"평일 09:30-19:00, 토 09:30-18:00",N,N,N,N,N
서암정사,전시/공연,경상남도,35.39363928,127.697567,055-962-5662,정보없음,연중무휴,00:00-24:00,N,N,N,Y,N
서연아트홀,전시/공연,서울특별시,37.58390331,127.000575,070-5180-5956,정보없음,정보없음,매일11:00-20:00,N,N,N,Y,N
서오릉공원서울유아숲체험현장,문화관광/명소,서울특별시,37.6374225,126.912727,02-359-0090,정보없음,정보없음,정보없음,N,N,N,Y,N
서완소극장,전시/공연,서울특별시,37.58420677,127.000444,070-8613-1239,정보없음,정보없음,정보없음,N,N,N,Y,N
서운동산유원지,문화관광/명소,경기도,37.77093468,127.203002,,정보없음,정보없음,정보없음,N,N,N,N,N
서운산성,문화관광/명소,경기도,36.92796277,127.283964,031-677-1330,정보없음,정보없음,정보없음,N,N,N,Y,N
서운산자연휴양림,문화관광/명소,경기도,36.94098251,127.313179,031-678-2913,https://tinyurl.com/ytv3cwmp,정보없음,매일14:00-24:00,Y,N,Y,Y,N
서울갤러리,전시/공연,서울특별시,37.56741989,126.977874,02-2000-9777,seoulgallery.co.kr/company/location,"매주 토요일, 일요일, 공휴일",09:00-18:00,Y,Y,Y,Y,Y
서울공예박물관,전시/공연,서울특별시,37.57664817,126.983533,02-6450-7000,craftmuseum.seoul.go.kr/main,"매주 월요일, 공휴일",10:00-18:00 ,Y,Y,N,Y,Y
서울광장,레저/체육/공원,서울특별시,37.56533387,126.977698,02-2133-5627,plaza.seoul.go.kr/,연중무휴,00:00-24:00,Y,Y,Y,Y,Y
서울교육박물관,전시/공연,서울특별시,37.58126545,126.98387,02-2011-5780,edumuseum.sen.go.kr,"법정공휴일, 1, 3 주 수요일",평일 : 09:00-18:00 / 토ㆍ일요일 : 09:00-17:00,Y,Y,N,Y,N
서울교통공사교육문화센터,전시/공연,서울특별시,37.56118603,127.056399,02-6110-8012,hrd.seoulmetro.co.kr/jsp/user/main/metro.jsp,정보없음,정보없음,Y,Y,Y,Y,Y
서울국제공구전,전시/공연,경기도,37.66893348,126.745803,02-2688-6800,정보없음,정보없음,정보없음,Y,N,N,Y,Y
서울국제공작기계전,전시/공연,경기도,37.66469545,126.742064,,정보없음,정보없음,정보없음,N,N,N,N,N
서울국제도서전,전시/공연,서울특별시,37.51182391,127.059159,02-733-8402,sibf.or.kr/,정보없음,11:00-18:00 ,Y,Y,Y,Y,Y
서울국제문구전시회,전시/공연,서울특별시,37.51182391,127.059159,02-2278-7891,www.sisofair.co.kr/,정보없음,10:00-18:00 ,Y,Y,Y,Y,Y
서울국제발명전시회,전시/공연,서울특별시,37.51182391,127.059159,02-3459-2843,www.siif.org/,정보없음,10:00-18:00 ,Y,Y,Y,Y,Y
서울국제수산식품전시회,전시/공연,서울특별시,37.51182391,127.059159,02-6000-2804,www.seoulseafood.com/kor/,정보없음,"2022. 05. 18(수)-20(금), 3일간 (수요일,목요일 10:00-17:00 / 금요일 10:00-16:00)",Y,Y,Y,Y,Y
서울국제스포츠레저산업전,전시/공연,서울특별시,37.51182391,127.059159,02-555-7153,www.spoex.com/main/index,정보없음,2022년 2월17일(목)-20일(일) 4일간/10:00-18:00 (단 마지막날은 17:00까지),Y,Y,Y,Y,Y
서울국제식품산업대전,전시/공연,경기도,37.66893348,126.745803,,정보없음,정보없음,정보없음,N,N,N,N,N
서울국제오디오쇼,전시/공연,서울특별시,37.51182391,127.059159,02-582-9847,www.seoulaudioshow.co.kr/2022/main.asp,정보없음,10:00-18:00(입장마감 17:30),Y,Y,Y,Y,Y
서울국제유아교육전&키즈페어,전시/공연,서울특별시,37.51182391,127.059159,02-3453-8887,www.educare.co.kr/,정보없음,10:00-18:00,Y,Y,Y,Y,Y
서울국제종합전기기기전,전시/공연,경기도,37.66893348,126.745803,,정보없음,정보없음,정보없음,N,N,N,N,N
서울국제주류와인박람회,전시/공연,서울특별시,37.51182391,127.059159,02-761-2516,www.siwse.com/,정보없음,"2023.6.22(목)-24(토), 11시-19시",Y,Y,Y,Y,Y
서울국제치과기자재전시회,전시/공연,서울특별시,37.51182391,127.059159,02-498-9146,www.sidex.or.kr/main.php,정보없음,오전 9시 30분-오후 6시 ,Y,Y,Y,Y,Y
서울국제포장전,전시/공연,경기도,37.66893348,126.745803,,정보없음,정보없음,정보없음,N,N,N,N,N
서울국제화장품앤미용산업박람회,전시/공연,서울특별시,37.51182391,127.059159,02-761-2512,www.cosmobeautyseoul.com/page/intro.do,정보없음,10:00-18:00,Y,Y,Y,Y,Y
서울기록원,전시/공연,서울특별시,37.60722537,126.934431,02-350-5601,archives.seoul.go.kr/,"매주 월요일, 공휴일",10:00-17:00,Y,Y,Y,Y,Y
서울기프트쇼,전시/공연,경기도,37.66893348,126.745803,02-780-0366,www.dong-afairs.co.kr/mastart/mastart.php,정보없음,10:00-18:00,N,N,N,N,N
서울남산국악당,전시/공연,서울특별시,37.55954227,126.994739,02-2261-0500,www.hanokmaeul.or.kr/,공연별 상이,공연일정확인,Y,Y,Y,Y,Y
서울놀이마당,전시/공연,서울특별시,37.50936664,127.098198,02-414-1985,https://tinyurl.com/4ch37s4s,정보없음,정보없음,Y,Y,Y,Y,Y
서울대공원,문화관광/명소,경기도,37.42437029,127.021136,,정보없음,정보없음,정보없음,Y,Y,Y,Y,Y
서울대공원국립현대미술관,전시/공연,경기도,37.43100343,127.01993,02-2188-6000,www.mmca.go.kr/,"매주 월요일, 공휴일",10:00-18:00,Y,Y,Y,Y,Y
서울대공원식물원,문화관광/명소,경기도,37.4261821,127.022857,02-500-7338,정보없음,정보없음,10:00-17:00(입장마감16시),Y,Y,Y,Y,Y
서울대공원야구장,레저/체육/공원,경기도,37.4319751,127.007246,02-500-7350,https://tinyurl.com/mwscua4j,연중무휴,"1회차 06:00-08:50,2회차 09:00-11:50,3회차 12:00-14:50 ,4회차 15:00-17:50,5회차 주말 18:00-20:50 평일 19:00-21:50",Y,Y,Y,Y,N
서울대학교미술관,전시/공연,서울특별시,37.46803806,126.959294,02-880-9504,www.snumoa.org/,"매주 월요일, 공휴일",10:00-18:00,Y,Y,Y,N,Y
서울대학교병원의학박물관,전시/공연,서울특별시,37.58045239,126.997196,02-740-8799,www.dentmuseum.or.kr/,"매주 토요일, 일요일, 공휴일",평일 10:00-17:00,Y,Y,Y,Y,N
서울대학교수원수목원,문화관광/명소,경기도,37.2636542,126.982642,031-293-0319,"	arbor.snu.ac.kr/","매주 토요일, 일요일, 공휴일","평일 오전 10 : 00, 10 : 30, 11 : 00,오후 14 : 00, 14 : 30, 15 : 00",N,N,N,Y,N
서울도시건축센터,전시/공연,서울특별시,37.56853308,126.968747,02-739-2900,sca.seoul.go.kr/front/index.do,매주 월요일,관람시간 10:00-18:00,Y,Y,N,Y,Y
서울도시건축전시관,전시/공연,서울특별시,37.56688375,126.976702,02-736-8050,sca.seoul.go.kr/seoulhour/site/urbanArch/home,매주 월요일,10:00-18:00,Y,Y,N,Y,Y
서울도시재생이야기관,전시/공연,서울특별시,37.56917079,126.968714,070-4160-3963,surc.or.kr/story,매주 월요일,10:00-19:00,Y,Y,N,Y,N
서울돈화문국악당,전시/공연,서울특별시,37.57727785,126.990671,02-3210-7001,sdtt.or.kr/user,정보없음,정보없음,Y,Y,N,Y,Y
서울랜드,문화관광/명소,경기도,37.43383165,127.018691,02-509-6000,www.seoulland.co.kr/,정보없음,정보없음,Y,Y,Y,Y,N
서울랜드라바눈썰매장,레저/체육/공원,경기도,37.43654743,127.024045,02-509-6000,seoulland.co.kr/,정보없음,정보없음,Y,Y,Y,Y,Y
서울랜드베니스무대,전시/공연,경기도,37.43654743,127.024045,02-509-6000,seoulland.co.kr/?p=48,정보없음,10:00-21:00,Y,Y,Y,Y,Y
서울랜드삼천리대극장,전시/공연,경기도,37.43523805,127.019267,,정보없음,상시변동,정보없음,Y,Y,Y,Y,Y
서울로7017,레저/체육/공원,서울특별시,37.557546,126.976608,02-313-7017,parks.seoul.go.kr/template/sub/seoullo7017.do,연중무휴,00:00-24:00,Y,Y,Y,Y,Y
서울로미디어캔버스,전시/공연,서울특별시,37.55663319,126.968148,02-2133-2712,정보없음,상시변동,전시일정확인,Y,N,N,Y,N
서울리빙디자인페어,전시/공연,서울특별시,37.51182391,127.059159,02-2262-7193,livingdesignfair.co.kr/,정보없음,10:30-19:00,Y,Y,Y,Y,Y
서울마리나,레저/체육/공원,서울특별시,37.53481462,126.911584,0507-1402-8400,www.seoul-marina.com/,정보없음,매일 10:00-22:00,Y,Y,Y,Y,Y
서울머니쇼,전시/공연,서울특별시,37.51182391,127.059159,02-780-1040,seoulmoneyshow.com/main/main.php,정보없음,정보없음,Y,Y,Y,Y,Y
서울메트로미술관,전시/공연,서울특별시,37.57603202,126.973347,1577-1234,www.seoulmetro.co.kr:444/kr/rent.do?menuIdx=394,연중무휴,07:00-22:00,Y,Y,N,Y,Y
서울무용센터,전시/공연,서울특별시,37.58322816,126.927739,02-304-9100,www.sfac.or.kr/artspace/artspace/dance_main.do,"매주 토요일, 일요일, 공휴일",09:00-18:00,Y,Y,Y,Y,Y
서울무형문화재,전시/공연,서울특별시,37.57876715,126.985743,02-745-6444,www.seoulmaster.co.kr/,정보없음,정보없음,N,N,N,N,N
서울무형문화재교육전시장,전시/공연,서울특별시,37.57693514,126.991105,0507-1337-6444,www.seoulmaster.co.kr,매주 월요일,10:00-17:00,N,N,N,N,N
서울문화예술대학교,전시/공연,서울특별시,37.58034485,127.004258,1588-7101,정보없음,정보없음,정보없음,Y,Y,N,N,N
서울뮤직홀,전시/공연,서울특별시,37.60461491,126.963838,02-3216-0286,정보없음,정보없음,정보없음,N,N,N,N,N
서울바이크쇼,전시/공연,경기도,37.66893348,126.745803,,정보없음,정보없음,정보없음,N,N,N,N,N
서울사진미술관(2023년12월예정),전시/공연,서울특별시,37.65552277,127.048958,,정보없음,정보없음,정보없음,N,N,N,N,N
서울새활용플라자,전시/공연,서울특별시,37.55868506,127.057851,02-2153-0400,seoulup.or.kr/,"매주 일요일, 공휴일",월-금 10:00-18:00,Y,Y,Y,Y,Y
서울생활사박물관,전시/공연,서울특별시,37.62017392,127.076936,02-3399-2900,museum.seoul.go.kr/sulm/index.do,"매주 월요일, 공휴일",9:00-18:00(입장마감 : 오후 5시 30분),Y,Y,Y,Y,Y
서울숲,레저/체육/공원,서울특별시,37.54546216,127.03933,02-460-2905,정보없음,연중무휴,생태숲 05:30-21:30,Y,Y,Y,Y,Y
서울숲공원가족마당,전시/공연,서울특별시,37.54546216,127.03933,02-460-2905,seoulforest.or.kr/,연중무휴,00:00-24:00,Y,Y,Y,Y,Y
서울숲수도박물관,전시/공연,서울특별시,37.53982701,127.042263,02-3146-5921,arisu.seoul.go.kr/arisumuseum,"매주 월요일, 공휴일","평일 10:00-19:00 동절기,평일 10:00-20:00 하절기,주말 10:00-18:00 동절기, 공휴일,주말 10:00-19:00 하절기, 공휴일",Y,Y,Y,Y,Y
서울숲유아숲체험장,문화관광/명소,서울특별시,37.54307015,127.041799,02-460-2905,정보없음,연중무휴,상시개방,Y,Y,Y,Y,Y
서울스윙아트홀,전시/공연,서울특별시,37.55918855,126.920883,,www.krsd.co.kr/,정보없음,19:00-23:30,N,N,N,Y,N
서울스크린티업,레저/체육/공원,충청북도,36.97692043,127.523174,0507-1339-5577,정보없음,연중무휴,매일 10:00-24:00,N,N,N,N,N
서울스포츠과학관,전시/공연,서울특별시,37.59269721,127.073026,02-490-2700,www.seoulsports.or.kr/,연중무휴,09:00-18:00,Y,Y,Y,Y,Y
서울시네마테크,문화관광/명소,서울특별시,37.5641882,126.99211,,정보없음,정보없음,정보없음,N,N,N,N,N
서울시립과학관,전시/공연,서울특별시,37.64199411,127.077437,02-970-4500,science.seoul.go.kr/main,"매주 월요일, 공휴일",오전 09:30-오후 5:30,Y,Y,Y,Y,Y
서울시립남서울미술관,전시/공연,서울특별시,37.47605354,126.979466,02-598-6246,sema.seoul.go.kr/,매주 월요일,"평일(화-금) 오전 10시-오후 8시, 토,일,공휴일 오전 10시-오후 6시",Y,Y,N,N,N
서울시립대학교박물관 ,전시/공연,서울특별시,37.58257758,127.059988,02-6490-6587,https://tinyurl.com/4yswzdjn,"매주 토요일, 일요일, 공휴일",관람시간 : 오전 10:00-12:00,Y,Y,Y,Y,N
서울시립미술관,전시/공연,서울특별시,37.56410607,126.973699,02-2124-8800,sema.seoul.go.kr/,매주 월요일,"평일(화-금) 오전 10시-오후 8시,-하절기(3-10월) 오전 10시-오후 7시, 동절기(11-2월) 오전 10시-오후 6시, 문화가 있는 날 운영 마지막 수요일 오전 10시-오후 10시",Y,Y,Y,Y,Y
서울시립북서울미술관,전시/공연,서울특별시,37.64066045,127.066866,02-2124-5201,sema.seoul.go.kr,매주 월요일,"평일 10:00-20:00, 주말 10:00-19:00",Y,Y,Y,Y,Y
서울시종합자료관,전시/공연,서울특별시,37.56455419,126.975614,,정보없음,"매주 토요일, 일요일, 공휴일",월-금 09:00-18:00,Y,Y,Y,Y,Y
서울시창작공간잠실창작스튜디오,전시/공연,서울특별시,37.51619968,127.07594,02-423-6674,cafe.naver.com/artspacejamsil,정보없음,정보없음,Y,Y,Y,Y,Y
서울시청신청사다목적홀,전시/공연,서울특별시,37.56631742,126.977829,02-2133-5632,정보없음,대관개념이라 유동적,09:00-18:00,Y,Y,Y,Y,Y
서울시티필하모닉오케스트라,전시/공연,서울특별시,37.51311015,127.059758,02-6002-6290,newseoulphil.org/,정보없음,정보없음,N,N,N,N,N
서울식물원,문화관광/명소,서울특별시,37.57224441,126.832843,02-2104-9716,정보없음,매주 월요일,"주제원(주제정원, 온실)09:30-18:00",Y,Y,Y,Y,Y
서울아레나(2024년1월예정),전시/공연,서울특별시,37.65640904,127.05196,,정보없음,정보없음,정보없음,N,N,N,N,N
서울암사동유적전시관,전시/공연,서울특별시,37.55985237,127.130833,02-3426-3867,sunsa.gangdong.go.kr/,"매주 월요일, 공휴일","화-일 09:30-18:00,화-일 입장시간-17:30",Y,Y,Y,Y,Y
서울애니메이션센터,전시/공연,서울특별시,37.5598231,126.983074,02-3455-8341,www.ani.seoul.kr/aniindex.sba,"매주 월요일, 공휴일","애니소풍 10:00-18:00 (발권마감: 오후 5시),만화의집 10:00-20:00",Y,Y,Y,Y,Y
서울약령시한의약박물관,전시/공연,서울특별시,37.58060041,127.037587,02-969-9241,museum.ddm.go.kr/,"매주 월요일, 공휴일",매일 10:00-17:00 동절기(11월-12월)매일 10:00-18:00 하절기(3월-10월),Y,Y,Y,Y,Y
서울에너지드림센터,전시/공연,서울특별시,37.56311306,126.891465,02-3151-0562,seouledc.or.kr/,"매주 월요일, 공휴일",10:00-17:00,Y,Y,N,Y,Y
서울여자대학교박물관,전시/공연,서울특별시,37.62878266,127.088992,02-970-5311,museum.swu.ac.kr/,"매주 토요일, 공휴일","평일 : 오전 10시부터 오후 4시까지,방학 중에는 오전 10시부터 오후 3시까지",Y,Y,Y,Y,Y
서울역문화관,전시/공연,서울특별시,37.55472785,126.969526,,정보없음,매주 월요일,10:00-19:00,Y,Y,Y,Y,Y
서울역사박물관,전시/공연,서울특별시,37.57049685,126.971075,02-724-0274,museum.seoul.go.kr/www/NR_index.do?sso=ok,"매주 월요일, 공휴일",9:00-18:00 (입장마감 : 17:30),Y,Y,Y,Y,Y
서울역오픈콘서트홀,전시/공연,서울특별시,37.55472785,126.969526,,정보없음,연중무휴,상시개방,Y,Y,Y,Y,Y
서울연극센터,전시/공연,서울특별시,37.5842156,126.999662,02-743-9333,www.sfac.or.kr/artspace/artspace/play_main.do,"매주 토요일, 일요일, 공휴일",09:00-18:00,N,Y,Y,Y,Y
서울연극센터(2022년11월예정),전시/공연,서울특별시,37.58338956,127.001322,,정보없음,정보없음,정보없음,N,N,N,N,N
서울옥션,전시/공연,부산광역시,35.16006631,129.163128,051-744-2020,www.seoulauction.com/,매주 월요일,10:00-19:00,Y,Y,Y,N,Y
서울요트협동조합,레저/체육/공원,서울특별시,37.53481462,126.911584,02-761-1290,www.seoul-marina.com/,정보없음,10:00-21:00,Y,Y,Y,Y,Y
서울우리소리박물관,전시/공연,서울특별시,37.57715793,126.989622,02-742-2600,gomuseum.seoul.go.kr/sekm/index,매주 월요일,"09:00-18:00(화-금, 일요일),09:00-19:00(토요일)",Y,Y,N,Y,Y
서울월드컵경기장,레저/체육/공원,서울특별시,37.56828845,126.897273,02-2128-2939,www.sisul.or.kr/open_content/worldcup/,상시변동,행사에 따라,Y,Y,Y,Y,Y
서울월드컵경기장보조경기장,레저/체육/공원,서울특별시,37.5714878,126.898431,02-2128-2966,www.sisul.or.kr/open_content/worldcup/,상시변동,예약제,Y,Y,Y,Y,Y
서울웨딩페어웨딩박람회,전시/공연,서울특별시,37.50759108,127.060579,1644-1397,www.seoulweddingfair.net/,정보없음,정보없음,Y,Y,Y,Y,Y
서울주문화센터,전시/공연,울산광역시,35.56120483,129.131381,052-262-8907,ucf.moonhwain.net:451/rsvc/rsv_pm.html?b_id=uljuart&vwClsPidx=1,"매주 일요일, 월요일, 공휴일",평일 09:00-18:00 공연관련별도,Y,Y,Y,Y,Y
서울창포원,문화관광/명소,서울특별시,37.68953917,127.047162,02-954-0031,parks.seoul.go.kr/irisgarden,"매주 토요일, 일요일, 공휴일",07:00-22:00,Y,Y,Y,Y,Y
서울캐릭터앤라이선싱페어,전시/공연,서울특별시,37.51182391,127.059159,02-6000-8571,www.characterfair.kr/wp/,정보없음,2023.7.13(목)-16(일),Y,Y,Y,Y,Y
서울통합수장고(2023년12월예정),전시/공연,강원도,37.47718794,128.03845,,정보없음,정보없음,정보없음,N,N,N,N,N
서울특별시과학전시관,전시/공연,서울특별시,37.49632442,126.886254,02-854-0457,ssp.sen.go.kr/,"매주 토요일, 일요일, 공휴일",평일 09:00-17:00,Y,Y,Y,Y,Y
서울특별시교육청과학전시관,전시/공연,서울특별시,37.46881648,126.959411,02-881-3000,ssp.sen.go.kr/,매주 월요일,"평일: 15:00-17:00,토,일: 10:00-17:00",Y,Y,Y,Y,Y
서울특별시산악문화체험센터,전시/공연,서울특별시,37.56937581,126.879942,02-306-8848,www.seoulmccenter.or.kr/,"매주 월요일, 공휴일","매주 화요일-금요일 10:00-21:00,매주 토요일-일요일 10:00-18:00",Y,Y,Y,Y,Y
서울특별시청서소문청사서울특별시종합자료관,전시/공연,서울특별시,37.56455419,126.975614,,정보없음,"매주 토요일, 일요일, 공휴일",평일 09:00-19:00,Y,Y,Y,Y,Y
서울특별시청시민청,전시/공연,서울특별시,37.56631742,126.977829,02-739-5817,gate.seoulcitizenshall.kr/,매주 일요일,09:00-21:00,Y,Y,Y,Y,Y
서울패션아트홀,전시/공연,서울특별시,37.56726556,127.012111,02-3670-4567,정보없음,연중무휴,공연확인,Y,Y,Y,Y,Y
서울퍼포밍아트홀,전시/공연,서울특별시,37.54990609,126.945534,02-3274-8600,정보없음,정보없음,정보없음,Y,Y,Y,Y,Y
서울풍물시장전통문화체험관,문화관광/명소,서울특별시,37.5731997,127.025619,02-2133-5551,정보없음,매주 화요일,매일 10시-18시(점심시간 12시-13시 / 접수마감 17시 30분),Y,Y,Y,Y,Y
서울하수도과학관,전시/공연,서울특별시,37.5604667,127.060365,02-2211-2540,sssmuseum.org/,매주 월요일,09:00-17:00,Y,Y,Y,Y,Y
서울한양도성,문화관광/명소,서울특별시,37.59557848,126.985552,02-2133-2656,정보없음,연중무휴,상시개방,Y,Y,Y,Y,N
서울혁신센터,전시/공연,서울특별시,37.60940705,126.934954,02-389-7513,www.innovationpark.kr/,"매주 토요일, 일요일, 공휴일",09:00-16:00,Y,Y,Y,Y,Y
서울혁신파크,전시/공연,서울특별시,37.60940705,126.934954,02-389-7512,www.innovationpark.kr/,"매주 토요일, 일요일, 공휴일",월-금09:00-18:00,Y,Y,Y,Y,Y
서울호서곤충과학관,전시/공연,경기도,37.84354683,126.803375,,m.shoseo.ac.kr/faculty/html/animal/process06.aspp,정보없음,정보없음,Y,N,Y,Y,N
서울YMCA고양국제청소년문화센터,전시/공연,경기도,37.67750151,126.791356,031-900-4800,www.letsymca.or.kr/,"매주 월요일, 공휴일","평일(화-금) 10:00-19:00,주말,공휴일 10:00-18:00",Y,N,Y,Y,Y
서원곡유원지,문화관광/명소,경상남도,35.20914236,128.553414,055-225-3691,정보없음,정보없음,정보없음,N,N,N,N,N
서원구청청주아트홀,전시/공연,충청북도,36.6369326,127.46946,043-201-2360,www.cheongju.go.kr/ac/index.do,매주 월요일,08:00-22:00,Y,Y,Y,N,Y
서원밸리CC,레저/체육/공원,경기도,37.8157491,126.895247,031-940-9400,www.seowongolf.co.kr/,정보없음,정보없음,N,N,Y,Y,N
서원힐스CC,레저/체육/공원,경기도,37.8157491,126.895247,031-940-9400,https://tinyurl.com/4p2jctsr,정보없음,정보없음,N,N,Y,Y,N
서재필기념관,전시/공연,전라남도,34.95800222,127.195634,061-852-2815,정보없음,정보없음,정보없음,N,N,N,N,N
서전주프렌즈스크린,레저/체육/공원,전라북도,35.82222946,127.088283,063-228-0706,정보없음,연중무휴,09:00-01:00,N,N,Y,N,N
서종문화체육공원,레저/체육/공원,경기도,37.59247204,127.348212,031-770-3161,sportsyangpyeong.modoo.at/?link=a7lk59nq,정보없음,정보없음,Y,Y,Y,Y,N
서창운동장,레저/체육/공원,경상남도,35.41161583,129.182295,055-363-8936,www.yssisul.or.kr/stms/ss,"매월 1,3주 일요일",06:00-22:00,Y,Y,N,Y,N
서창퍼블릭골프클럽,레저/체육/공원,경기도,37.36241034,127.16464,0507-1359-8833,www.seochanggolf.co.kr/,상시변동,"평일 06:00-22:50 연습장,매일 07:30-16:00 Par3,토요일 06:00-22:50 연습장,일요일 06:00-21:50 연습장",N,N,N,N,N
서천군미디어문화센터,전시/공연,충청남도,36.01331622,126.69414,041-956-7936,www.media-center.or.kr/seocheon/main.do,정보없음,09:00-18:00,Y,N,N,N,N
서천남산성,문화관광/명소,충청남도,36.06507644,126.685177,,정보없음,정보없음,정보없음,N,N,N,N,N
서천문예의전당,전시/공연,충청남도,36.07636523,126.698368,041-953-4758,www.seocheon.go.kr/kor.do,정보없음,08:00-23:00 (대관가능시간),Y,Y,Y,N,N
서천복합문화공간,전시/공연,충청남도,36.01292029,126.695337,041-956-3161,band.us/@artseocheongun2020,"매주 일요일, 월요일, 공휴일",09:00-18:00,Y,N,N,N,N
서천시민야구장,레저/체육/공원,경상북도,35.83187217,129.201194,,kbubaseball.modoo.at/,정보없음,"토요일 14:00-16:00,일요일 11:00-13:00",N,N,Y,Y,N
서천아르코공연연습센터,전시/공연,충청남도,36.01668736,126.684541,041-957-0615,정보없음,정보없음,정보없음,Y,Y,N,Y,N
서천장암진성,문화관광/명소,충청남도,36.01313915,126.674361,,정보없음,정보없음,정보없음,N,N,N,N,N
서천종합운동장,레저/체육/공원,충청남도,36.05880948,126.661318,041-950-6859,정보없음,연중무휴,"하절기(3-11월) 09:00-18:00,동절기(12월-2월) 09:00-17:00",Y,N,Y,Y,N
서천치유의숲치유센터,문화관광/명소,충청남도,36.11490497,126.659962,,정보없음,정보없음,정보없음,Y,N,Y,N,N
서초문화원,전시/공연,서울특별시,37.48182784,127.035957,,정보없음,정보없음,정보없음,Y,Y,Y,Y,Y
서초수학박물관,전시/공연,서울특별시,37.4888091,127.019039,02-597-2333,ct.mathlove.kr/shop/ct/3/21.php?tm=3&menus=21,"매주 일요일, 월요일, 공휴일",정보없음,Y,N,N,Y,N
서초아트센터,전시/공연,서울특별시,37.48702693,127.022,,seochoartcenter.com/,연중무휴,매일00:00-24:00,N,N,N,Y,N
서초전통예술원,전시/공연,서울특별시,37.48430827,127.021788,02-588-8209,정보없음,정보없음,정보없음,N,N,N,N,N
서촌공간서로,전시/공연,서울특별시,37.58159654,126.967857,02-730-2502,ob-scene.com/,정보없음,정보없음,Y,N,N,Y,N
서탄야구장,레저/체육/공원,경기도,37.10057905,127.037669,031-8024-6302,정보없음,정보없음,정보없음,N,N,N,Y,N
서틀러다육식물원,문화관광/명소,전라남도,34.75273243,127.612367,061-686-5386,www.xn--2j1bk9gz4c25hhmcm3ieqav75e.kr/,정보없음,09:00-18:00(예약전화 필수),N,N,N,N,N
서편제보성소리전수관,전시/공연,전라남도,34.77375425,127.094085,061-245-5660,kdjnpmemorial.or.kr/,정보없음,정보없음,N,N,N,N,N
서편제판소리테마파크,문화관광/명소,전라남도,34.67911554,127.069406,,정보없음,정보없음,정보없음,N,N,N,N,N
서포리해수욕장,문화관광/명소,인천광역시,37.23219887,126.110366,032-831-6623,정보없음,정보없음,매년 7-8월 중 09:00-일몰,N,N,N,Y,N
서프라이즈테마파크,문화관광/명소,제주특별자치도,33.46517952,126.6596,064-783-7272,surprisethemepark.com/,정보없음,매일09:00-22:00,Y,Y,Y,Y,N
서학동사진관,전시/공연,전라북도,35.80919173,127.151246,063-905-2366,정보없음,"매주 일요일, 월요일, 화요일",매일 10:30-18:00,N,N,N,N,N
서학예술극장,전시/공연,전라북도,35.80245943,127.148182,0507-1497-8973,seohak.co.kr/,공연별 상이,공연별 상이,N,N,N,Y,N
서해,레저/체육/공원,경기도,37.35188488,126.720989,031-497-7555,정보없음,정보없음,정보없음,Y,N,N,Y,N
서해대교홍보관,전시/공연,충청남도,36.94616871,126.806814,,정보없음,공휴일,10:00-18:00,N,N,N,N,N
서해랑제부도해상케이블카,문화관광/명소,경기도,37.18391009,126.650098,,www.seohaerang.com/,정보없음,10:00-20:00,Y,Y,Y,Y,Y
서해미술관,전시/공연,충청남도,36.63887544,126.377476,,shas21.creatorlink.net/,매주 월요일,화-일10:00-17:00,N,N,N,N,N
서현저수지생태수변공원(2023년예정),레저/체육/공원,경기도,37.3850543,127.141643,,정보없음,정보없음,정보없음,N,N,N,N,N
서호도예,전시/공연,경상남도,35.51047886,128.857893,055-352-1250,정보없음,정보없음,정보없음,N,N,N,N,N
서호미술관,전시/공연,경기도,37.63270861,127.35151,031-592-1865,www.seohoart.com/,공휴일,10:00-18:00,N,N,N,Y,N
서호수상레져,레저/체육/공원,경기도,37.70884384,127.44722,031-584-7972,정보없음,정보없음,정보없음,N,N,N,Y,N
서후리숲,문화관광/명소,경기도,37.56268972,127.429166,031-774-2387,seohuri.com/,매주 수요일,09:00-18:00,N,N,N,Y,N
서희테마파크,문화관광/명소,경기도,37.27691495,127.481982,0507-1412-3657,www.seohee.or.kr/,매주 월요일,"테마파크 24시간개방,역사관 09:00-18:00",Y,Y,Y,Y,Y
석남어울림센터(2023년12월예정),전시/공연,인천광역시,37.51067996,126.674328,,정보없음,정보없음,정보없음,N,N,N,N,N
석당미술관,전시/공연,부산광역시,35.103741,129.019415,051-200-8493,museum.donga.ac.kr/sites/museum/index.do,"매주 월요일, 공휴일",화요일-일요일 09:30-17:00 (16:30까지 입장완료),Y,Y,N,N,N
석림수목원,문화관광/명소,전라남도,34.65213655,127.760978,,정보없음,정보없음,정보없음,N,N,N,N,N
